Image,X,Y
dataset/images/-968369084228324903.png,257,444
dataset/images/-7487855382416785603.png,370,492
dataset/images/-5259131230821052524.png,287,444
dataset/images/5308217235395595242.png,330,413
dataset/images/-8303565957689749944.png,273,476
dataset/images/-5492672367759671247.png,238,487
dataset/images/-2641434887280849554.png,277,468
dataset/images/6604483381677595041.png,254,442
dataset/images/-6354327479661966755.png,299,298
dataset/images/-2367385470888041402.png,321,431
dataset/images/-5990098082947665723.png,279,443
dataset/images/-5463082777905620639.png,340,460
dataset/images/-4208108528220391491.png,355,489
dataset/images/-2097217587159752484.png,356,492
dataset/images/-2570809058775178619.png,206,263
dataset/images/325464533153467313.png,340,419
dataset/images/-1876818415297158696.png,410,560
dataset/images/-6837240536182868524.png,459,420
dataset/images/-5521011744040552037.png,506,627
dataset/images/-319030016778775010.png,397,516
dataset/images/-67368657028697900.png,285,533
dataset/images/-2579508083772881391.png,239,577
dataset/images/-283922613575096663.png,266,391
dataset/images/-3578063028710248597.png,197,490
dataset/images/7289895038951630803.png,722,246
dataset/images/-8508470762082617026.png,438,362
dataset/images/-7681270451262299489.png,305,356
dataset/images/2983323875335943836.png,414,264
dataset/images/-1379677912378977305.png,325,355
dataset/images/-5648223191373835461.png,307,431
dataset/images/4192242689805525002.png,234,477
dataset/images/-1715196123326180680.png,406,419
dataset/images/-2373885229844763392.png,336,358
dataset/images/-7632127675025789395.png,524,641
dataset/images/-6690033616856405703.png,512,464
dataset/images/-6752427542329011768.png,456,552
dataset/images/-8522208000822922849.png,351,403
dataset/images/-3892343950611245620.png,337,442
dataset/images/-5644018879148244648.png,363,510
dataset/images/-2490625174049341192.png,287,323
dataset/images/2277093526010949775.png,346,555
dataset/images/-6996109145525501637.png,316,410
dataset/images/-160818552433749260.png,376,588
dataset/images/1513534086333321525.png,360,463
dataset/images/-4649063046758807338.png,393,577
dataset/images/-3599077752870060235.png,469,671
dataset/images/1786869247473263119.png,483,485
dataset/images/5271080822455139107.png,454,470
dataset/images/-7531926710861158269.png,447,536
dataset/images/-1593304767852217140.png,421,396
dataset/images/-1398390937890146526.png,412,341
dataset/images/-9111307368692396870.png,412,341
dataset/images/-3554665440338680007.png,412,341
dataset/images/-561455762939806319.png,412,341
dataset/images/-3293119307995381863.png,412,331
dataset/images/-4973481208020125368.png,315,584
dataset/images/-375687413257472299.png,144,295
dataset/images/-176291023421890680.png,132,428
dataset/images/267232830417622013.png,271,522
dataset/images/-3995278267170337656.png,303,570
dataset/images/-4930359571729029763.png,320,481
dataset/images/-3538969032008688711.png,317,423
dataset/images/-2486970802542213454.png,363,468
dataset/images/-2448406916288867910.png,509,673
dataset/images/-5873290655395701975.png,331,402
dataset/images/-3613755685489918074.png,344,435
dataset/images/-3483609679293205420.png,305,343
dataset/images/1295850104787573131.png,331,448
dataset/images/-6928038343805197989.png,332,414
dataset/images/-8280524009538201250.png,335,380
dataset/images/-8534698088263442778.png,331,350
dataset/images/-223472876305241678.png,363,167
dataset/images/-5144121844127369932.png,383,366
dataset/images/-1064371581402118828.png,372,421
dataset/images/-3303515851089611527.png,463,350
dataset/images/-259093163939540818.png,458,398
dataset/images/-2582576640094223313.png,352,522
dataset/images/-6241573689775323734.png,356,457
dataset/images/-5087291629585618402.png,386,483
dataset/images/427021348528245688.png,386,483
dataset/images/-6046287521375606598.png,549,77
dataset/images/-7940779313453002295.png,268,222
dataset/images/3104801012387799539.png,271,221
dataset/images/-8255566258051032881.png,278,222
dataset/images/266492955299328763.png,278,222
dataset/images/-7286384800338207015.png,428,406
dataset/images/-3803389091475005034.png,359,210
dataset/images/-7545334374237488015.png,269,361
dataset/images/-4544927576773690262.png,229,405
dataset/images/-708130357070178397.png,335,319
dataset/images/-8234934085901745107.png,380,305
dataset/images/2816794106198106076.png,300,324
dataset/images/-2229874505067100772.png,338,561
dataset/images/-7380450881401563228.png,434,480
dataset/images/-8002435013422524113.png,311,594
dataset/images/-1771453055734416513.png,357,430
dataset/images/-1013370714954869987.png,473,402
dataset/images/-7213128183448816109.png,272,288
dataset/images/4956623856333109311.png,386,318
dataset/images/261264457790275947.png,379,368
dataset/images/-9176173211465562684.png,327,292
dataset/images/-7862759394554890936.png,348,379
dataset/images/-3036204193678608868.png,335,420
dataset/images/-665717550024818901.png,269,635
dataset/images/1912338877788743690.png,217,525
dataset/images/-25353211408586438.png,273,608
dataset/images/5589521472408969623.png,235,359
dataset/images/1274431957550118270.png,223,509
dataset/images/-164466099546466661.png,195,482
dataset/images/5240221775139974085.png,376,499
dataset/images/-8001825271725063018.png,346,479
dataset/images/4753575132119484366.png,238,327
dataset/images/-8778743506036272090.png,231,543
dataset/images/-4951636702149215518.png,307,456
dataset/images/-4878805747443599987.png,155,256
dataset/images/1987051952550729808.png,198,366
dataset/images/-3172669138523311117.png,219,430
dataset/images/-7935950081089116729.png,459,534
dataset/images/6069491081672095270.png,285,488
dataset/images/-8484522439451719694.png,412,341
dataset/images/-3279188889414873611.png,339,520
dataset/images/-5525012029350019757.png,481,587
dataset/images/-7055418128950003452.png,300,332
dataset/images/-6367603705448675214.png,345,388
dataset/images/-7854725817199771859.png,194,249
dataset/images/1071282187346618464.png,154,524
dataset/images/-7732544950367368860.png,439,451
dataset/images/-1993099401488464055.png,375,438
dataset/images/-4449828668133998854.png,243,520
dataset/images/4166674568332648445.png,476,217
dataset/images/-4035777372031815630.png,373,469
dataset/images/-5189709378949177879.png,517,580
dataset/images/-6843967392046779482.png,300,426
dataset/images/-1820250928982581107.png,305,424
dataset/images/-2710328374690179547.png,350,308
dataset/images/-8511129463497078410.png,565,264
dataset/images/-8866086338587448508.png,452,410
dataset/images/-59907778138826579.png,306,652
dataset/images/-3992059880424838569.png,434,280
dataset/images/-5674359905815162158.png,500,432
dataset/images/4783565817155533660.png,451,342
dataset/images/1481800342397481307.png,373,275
dataset/images/-4998210872023002557.png,356,380
dataset/images/-7946311827723984912.png,305,437
dataset/images/-4532887949010625524.png,312,394
dataset/images/7609986478008314923.png,281,375
dataset/images/-2813826022792799007.png,231,535
dataset/images/-974618061209306157.png,312,366
dataset/images/-7769959016434774390.png,328,422
dataset/images/-4133795263010352091.png,289,323
dataset/images/-1900872598467907423.png,359,682
dataset/images/-1819541404430956755.png,245,409
dataset/images/-1824718034048585128.png,253,466
dataset/images/-532249905180848227.png,441,420
dataset/images/4515409468338255582.png,278,612
dataset/images/-3075979742684785566.png,373,494
dataset/images/-8396382105959256971.png,283,534
dataset/images/5085717221952529022.png,414,371
dataset/images/-2812305517344850019.png,271,499
dataset/images/-5125507063415298841.png,347,299
dataset/images/-2762419190156797697.png,265,536
dataset/images/7151497065594356180.png,339,332
dataset/images/-2745158287266547055.png,353,366
dataset/images/-112918541630908439.png,483,475
dataset/images/-1519713654362297847.png,417,504
dataset/images/-310562815438168749.png,389,430
dataset/images/-3780061433874158910.png,359,573
dataset/images/-2056512528210583223.png,341,527
dataset/images/-2459085105696017592.png,169,294
dataset/images/-3019194824877098187.png,397,511
dataset/images/-4932632843646967454.png,264,455
dataset/images/-4509499095198279458.png,264,455
dataset/images/-1714274861495761199.png,264,455
dataset/images/-2805714129362314533.png,264,455
dataset/images/-374763867685176927.png,264,455
dataset/images/-2241923458085229297.png,384,393
dataset/images/-2468553347890594399.png,211,559
dataset/images/-6176512643852086349.png,264,432
dataset/images/1888279998085738364.png,264,432
dataset/images/-1090241306152564747.png,242,403
dataset/images/-1300583402592329755.png,452,342
dataset/images/-6031747766482800142.png,344,588
dataset/images/-2339569838872037676.png,342,491
dataset/images/-1829981078727893975.png,328,466
dataset/images/8709319601522217028.png,371,242
dataset/images/-8376741697534316636.png,329,350
dataset/images/-405278788109911439.png,325,330
dataset/images/-7688327732584723798.png,316,676
dataset/images/-1851330752014269540.png,332,498
dataset/images/-3690356583581647766.png,299,556
dataset/images/-4320229049572975490.png,307,507
dataset/images/-3745166521151490419.png,307,507
dataset/images/-3391628324567133831.png,278,627
dataset/images/6487493346334451513.png,276,558
dataset/images/-2278994225932175236.png,266,532
dataset/images/-7929111754093486633.png,266,532
dataset/images/-8510531530332479524.png,335,156
dataset/images/-6418979269415442422.png,413,199
dataset/images/-2109666569281810210.png,315,407
dataset/images/7871700326319775130.png,344,265
dataset/images/2342111360511870936.png,329,388
dataset/images/-1830251872118341571.png,330,589
dataset/images/-6125741516004773114.png,409,619
dataset/images/-5269458538164604429.png,278,396
dataset/images/-54099253324652847.png,369,488
dataset/images/-578214248803644294.png,341,488
dataset/images/-3963951711688626588.png,399,425
dataset/images/7625195045042189957.png,374,442
dataset/images/-1908919976412842853.png,204,274
dataset/images/-5695203252676201910.png,242,428
dataset/images/-5765157186832769565.png,244,476
dataset/images/-4390482382607634718.png,260,393
dataset/images/-5709327839940889607.png,239,397
dataset/images/2172969972171453857.png,317,584
dataset/images/-4643875250255864135.png,295,286
dataset/images/-7036371322992139423.png,139,651
dataset/images/-626125853021405088.png,359,301
dataset/images/-8776630396421311601.png,264,433
dataset/images/3063788955691719168.png,433,692
dataset/images/-8739886638448089494.png,199,215
dataset/images/-2245835127682249332.png,183,341
dataset/images/-6278770007527874596.png,210,427
dataset/images/-1077486440588421153.png,235,358
dataset/images/-38607030571269426.png,242,404
dataset/images/3720678921295897597.png,205,476
dataset/images/-2346903094222635826.png,231,365
dataset/images/-4323371309558250000.png,346,524
dataset/images/3128231472463456057.png,353,484
dataset/images/6193822105616531319.png,325,597
dataset/images/-3750185795244107359.png,279,574
dataset/images/-2523925335218914638.png,279,574
dataset/images/-2602057177666272344.png,197,224
dataset/images/-3611816500586876705.png,498,497
dataset/images/-1067261441195453132.png,444,468
dataset/images/2968517857107679367.png,420,514
dataset/images/-7227002666040701015.png,353,610
dataset/images/-154827356472198509.png,309,552
dataset/images/-6815104299099118193.png,133,264
dataset/images/-4140396915074871142.png,208,426
dataset/images/-3915401701105604921.png,116,307
dataset/images/3833384659436759727.png,218,383
dataset/images/7317992359993295762.png,259,503
dataset/images/-4254683048783299676.png,259,503
dataset/images/-1143992721896820659.png,251,494
dataset/images/-4285748589579461808.png,251,490
dataset/images/-1532307918011967845.png,251,490
dataset/images/1550865439574282805.png,383,350
dataset/images/-4061252588174437383.png,313,541
dataset/images/-6583827357689255330.png,299,575
dataset/images/-6385477427467728982.png,336,582
dataset/images/-5804381887433816343.png,444,375
dataset/images/-1633895712662313301.png,442,431
dataset/images/-51868359540025327.png,291,531
dataset/images/705307557695655390.png,451,315
dataset/images/-2845520797762628017.png,407,452
dataset/images/-5899215175530827021.png,381,421
dataset/images/-8982281454719723766.png,272,425
dataset/images/-5627415538111651837.png,288,430
dataset/images/102143902120424355.png,308,474
dataset/images/5249732949290570026.png,318,342
dataset/images/383418029847586202.png,318,435
dataset/images/4728209014698917154.png,295,424
dataset/images/-6290735296157762317.png,302,477
dataset/images/-1390843047538845179.png,288,415
dataset/images/5860795501191694206.png,274,518
dataset/images/-4059514673301037066.png,524,529
dataset/images/1354009390217104598.png,413,264
dataset/images/-236781517620281149.png,325,535
dataset/images/-4259316532864426030.png,316,462
dataset/images/-4065045711599621067.png,443,411
dataset/images/-1189822939611839188.png,413,277
dataset/images/-164146060936976148.png,220,448
dataset/images/-6164738387761325907.png,294,421
dataset/images/-6870721753640147697.png,473,320
dataset/images/2932220252440884552.png,381,458
dataset/images/7049703890719675614.png,381,458
dataset/images/3669930617846525403.png,393,463
dataset/images/-3831315975713380754.png,260,453
dataset/images/-1090990784365944089.png,295,448
dataset/images/-2223865565565800697.png,291,787
dataset/images/-2566341269572017517.png,364,408
dataset/images/862461662848239408.png,371,483
dataset/images/4339257360461160063.png,350,487
dataset/images/4568353774841932619.png,350,487
dataset/images/4990802128833526700.png,326,416
dataset/images/-7346676041068902309.png,317,392
dataset/images/5571850547787043400.png,300,467
dataset/images/-7947234630210958752.png,301,465
dataset/images/-5025741314409216124.png,292,460
dataset/images/-1523770437907026046.png,289,500
dataset/images/4818643588083348632.png,498,422
dataset/images/-4966578317836911061.png,400,488
dataset/images/5426332300489597840.png,395,536
dataset/images/-7085119796392335486.png,357,453
dataset/images/-1491021171398563448.png,416,308
dataset/images/5422669063480263015.png,451,420
dataset/images/-7720726670080070834.png,143,480
dataset/images/-2187738459131395361.png,365,539
dataset/images/7100908023370188661.png,263,703
dataset/images/-1943598390620715649.png,320,459
dataset/images/-2395948960111111081.png,321,459
dataset/images/5259153532910006101.png,339,436
dataset/images/-144864341463911154.png,339,436
dataset/images/-1283963341331471600.png,339,436
dataset/images/2783625837167947971.png,339,436
dataset/images/-88987941380934773.png,310,381
dataset/images/-5495825213831951225.png,320,447
dataset/images/-4055387610466540879.png,302,399
dataset/images/-5132613010765647189.png,314,439
dataset/images/-5340042590609363828.png,314,439
dataset/images/-1463515357875525784.png,321,460
dataset/images/-4496469068484871833.png,286,448
dataset/images/3640563448075598133.png,284,447
dataset/images/-619209901050286350.png,284,447
dataset/images/-564041309415525708.png,284,447
dataset/images/-1476574626453309028.png,241,417
dataset/images/-6637063938529970478.png,285,442
dataset/images/9030372736485025618.png,255,424
dataset/images/-1009086705875443190.png,298,369
dataset/images/-6469488692626428589.png,300,434
dataset/images/-1866682450754729316.png,301,434
dataset/images/-4068237074696938730.png,301,434
dataset/images/-3709268883592723272.png,301,434
dataset/images/-2122062262240582994.png,361,563
dataset/images/331220510768732900.png,364,543
dataset/images/-1340597856042135006.png,334,511
dataset/images/-5907408477050604604.png,291,419
dataset/images/-4586747727078457620.png,272,454
dataset/images/-6871553402512605628.png,548,626
dataset/images/-4813138192071438695.png,268,525
dataset/images/-1923721324804991114.png,493,444
dataset/images/-3712172422022433576.png,400,556
dataset/images/3105836874234150663.png,324,247
dataset/images/-5896619613088824953.png,350,425
dataset/images/1667670265093717504.png,374,461
dataset/images/8124593379991567932.png,215,325
dataset/images/-8614320058673555741.png,234,395
dataset/images/-2849916399005907973.png,316,376
dataset/images/-480222851753917557.png,345,333
dataset/images/-7082030010200940123.png,221,350
dataset/images/-257969170183342980.png,313,321
dataset/images/-6419297879712059575.png,311,341
dataset/images/-5195598708424329883.png,311,367
dataset/images/2542489771916091315.png,311,367
dataset/images/-6687075690335414670.png,311,367
dataset/images/-3055548326890892284.png,470,576
dataset/images/3488658631985385263.png,455,418
dataset/images/-726968358527670035.png,405,357
dataset/images/-9048437982488676821.png,215,584
dataset/images/-5945708861617601248.png,404,352
dataset/images/-7047397863342623228.png,310,510
dataset/images/8432675952781020680.png,350,381
dataset/images/-4828729575393451558.png,334,434
dataset/images/-2101790873047080311.png,310,494
dataset/images/-3274490469223825387.png,312,458
dataset/images/-885408862062413113.png,312,458
dataset/images/-5292342724870624600.png,317,413
dataset/images/4634021661120670899.png,302,604
dataset/images/754932103317031965.png,306,520
dataset/images/-1697920789999182044.png,337,613
dataset/images/-2883972481327235052.png,290,335
dataset/images/3991523546538917234.png,308,338
dataset/images/-1235556326589712433.png,253,535
dataset/images/-4178576103488697378.png,271,474
dataset/images/-6783294236047837345.png,225,582
dataset/images/-1194210041349957392.png,319,423
dataset/images/-737002406762138892.png,318,468
dataset/images/-2943675040447373613.png,360,508
dataset/images/-3936109037533585071.png,361,471
dataset/images/-605477224501942238.png,319,462
dataset/images/-7155273641699523450.png,257,590
dataset/images/382205097892683569.png,329,476
dataset/images/-5742651126314831459.png,430,362
dataset/images/-4188490081234160303.png,342,416
dataset/images/-1940746305684488736.png,345,505
dataset/images/-3385143333521726579.png,480,424
dataset/images/5730797698644603292.png,392,305
dataset/images/-6820036121465366872.png,282,558
dataset/images/-1616294316844425719.png,600,410
dataset/images/-4838949718224148622.png,295,507
dataset/images/2029598618521662867.png,346,453
dataset/images/-6273982034263898447.png,340,447
dataset/images/4299573632557654771.png,287,545
dataset/images/3176420470254766321.png,306,506
dataset/images/-6265087312709015032.png,321,525
dataset/images/-1409517870797566873.png,443,699
dataset/images/-8772961446987205402.png,372,617
dataset/images/4708050091267005435.png,386,526
dataset/images/-8207690772752083405.png,58,146
dataset/images/-1619731343376036179.png,303,522
dataset/images/-2190745019792313053.png,360,565
dataset/images/5261728848051169375.png,26,698
dataset/images/-8459145659515458181.png,387,479
dataset/images/-5434904950024507430.png,353,312
dataset/images/-2099414475733487459.png,316,638
dataset/images/-2921913052861030168.png,336,534
dataset/images/-353030112227548594.png,277,262
dataset/images/3759760844913318014.png,263,455
dataset/images/-8061072037605473759.png,537,426
dataset/images/8858413300549090425.png,340,590
dataset/images/-4269285436456284452.png,328,536
dataset/images/-4900531927108385279.png,352,418
dataset/images/-6178106240869215631.png,305,479
dataset/images/5519501269581081464.png,305,479
dataset/images/-9073330460194075182.png,354,566
dataset/images/-4173743998915319637.png,365,536
dataset/images/-4529156030330974773.png,365,536
dataset/images/-879282527712154445.png,365,536
dataset/images/-5553194372546963684.png,376,704
dataset/images/4545693242363393805.png,364,481
dataset/images/-2765541308616454018.png,367,590
dataset/images/-2363989834606810475.png,361,499
dataset/images/-4651329396355727712.png,335,572
dataset/images/-8532169583360415872.png,271,484
dataset/images/-4007069428364460807.png,425,329
dataset/images/-668639828868127092.png,94,502
dataset/images/-3495979407017051117.png,232,497
dataset/images/7090753179594042307.png,313,449
dataset/images/-4373106389490445020.png,326,516
dataset/images/-2155826530894335115.png,326,516
dataset/images/-255367931162963489.png,470,361
dataset/images/-3491088644702965665.png,460,352
dataset/images/-6326008063809357153.png,389,485
dataset/images/-4955284280836873869.png,354,418
dataset/images/-6526384655012698912.png,354,423
dataset/images/-3663646926790398919.png,285,580
dataset/images/-823663569011810741.png,316,604
dataset/images/4167512713743208617.png,321,543
dataset/images/5056356469147972522.png,260,501
dataset/images/3056937058072567919.png,344,495
dataset/images/-7143061118005313416.png,294,589
dataset/images/-2114444395953325364.png,348,471
dataset/images/-3781183398515014808.png,341,409
dataset/images/-956556282979897534.png,362,558
dataset/images/7578060038381081226.png,368,431
dataset/images/-4436757518067471556.png,369,620
dataset/images/-3091379126913451193.png,365,499
dataset/images/-6051243062560795476.png,369,609
dataset/images/-8576729496298404917.png,369,547
dataset/images/3761834562472697095.png,366,615
dataset/images/3649560684285356145.png,350,510
dataset/images/-375885702644514520.png,480,318
dataset/images/3087583442204718089.png,478,326
dataset/images/-2587300624299644055.png,393,235
dataset/images/6189131988820023238.png,408,347
dataset/images/5146281372835868912.png,417,446
dataset/images/3410111771762414540.png,176,543
dataset/images/2432074176479085493.png,348,399
dataset/images/-864739056815118576.png,322,522
dataset/images/-3290459357811788031.png,339,456
dataset/images/-2023528583731486939.png,338,510
dataset/images/-2050920323928032913.png,402,422
dataset/images/2266984041726889936.png,402,422
dataset/images/-4439225407841990911.png,402,422
dataset/images/-1495562302038261127.png,480,464
dataset/images/-5620151857030818891.png,470,459
dataset/images/-6814334483965659064.png,441,404
dataset/images/-8306558072765619727.png,439,404
dataset/images/-8322086933555828374.png,427,355
dataset/images/-1487817511616489140.png,348,277
dataset/images/5138748526306331045.png,144,371
dataset/images/-1167977922987061432.png,368,221
dataset/images/-5671090707772817688.png,280,453
dataset/images/-1290947029292536646.png,352,516
dataset/images/-10814178347722472.png,286,332
dataset/images/4488336665965591796.png,422,621
dataset/images/-4271531030985247738.png,343,499
dataset/images/-6158102418465391225.png,319,404
dataset/images/-7935673113506692508.png,329,509
dataset/images/-5695938389232193781.png,313,472
dataset/images/-4185942806360536636.png,298,222
dataset/images/-2505436522815593428.png,205,426
dataset/images/-718018799230490795.png,227,396
dataset/images/-5014875360395902914.png,415,550
dataset/images/-3051939329272638280.png,280,447
dataset/images/-7659016285565634945.png,231,441
dataset/images/19627971357186240.png,240,295
dataset/images/-4594146922478905679.png,373,340
dataset/images/7396867247220783226.png,378,362
dataset/images/-6056766218809084116.png,310,396
dataset/images/-2116123434758212346.png,313,355
dataset/images/7190421899691362883.png,322,355
dataset/images/156375193518512336.png,322,355
dataset/images/-4542933781808382311.png,359,438
dataset/images/-5883611042179958210.png,361,437
dataset/images/5997919566451416654.png,361,437
dataset/images/-4663997767221109010.png,242,446
dataset/images/-4033831762524212089.png,301,435
dataset/images/-1611841910156196691.png,228,291
dataset/images/-2737293941279657085.png,315,440
dataset/images/-7771938775175219680.png,376,660
dataset/images/-6081685479450016322.png,303,500
dataset/images/-1578285749986829241.png,638,431
dataset/images/4198891472880409399.png,265,617
dataset/images/-8331236734361407077.png,282,470
dataset/images/-7814544384287827491.png,376,461
dataset/images/-6754223996189969134.png,281,486
dataset/images/-2441124233481219090.png,452,460
dataset/images/-1423317161050712636.png,233,707
dataset/images/-704429352905040386.png,289,435
dataset/images/-5486856451839694807.png,168,594
dataset/images/7145588946865531253.png,667,507
dataset/images/-4084716385777176651.png,456,520
dataset/images/-5235101161732341625.png,425,464
dataset/images/8233674798713772012.png,335,455
dataset/images/-2160150570103980686.png,335,455
dataset/images/-332225858878365934.png,375,417
dataset/images/-2949233165118597916.png,357,440
dataset/images/-3846279000500284888.png,369,363
dataset/images/1930168875725807976.png,346,420
dataset/images/-3223582796914814140.png,531,647
dataset/images/-7898601135031950692.png,349,466
dataset/images/5729517509700695055.png,361,499
dataset/images/-4772826539396708402.png,337,444
dataset/images/-4937564090570913312.png,145,499
dataset/images/-3366093100366003273.png,212,466
dataset/images/5346178734318678035.png,227,474
dataset/images/-4534168565376765828.png,250,425
dataset/images/3486270610847283622.png,257,427
dataset/images/-3833291611865949894.png,127,483
dataset/images/1583230730423672688.png,265,434
dataset/images/-2497522733940899759.png,268,451
dataset/images/4025099453268867179.png,282,389
dataset/images/4616539214475309081.png,169,477
dataset/images/4943852490550449048.png,252,449
dataset/images/-5560217361581663318.png,224,545
dataset/images/-6869963886668373235.png,340,282
dataset/images/2258579413847176406.png,439,432
dataset/images/-5602132154858494455.png,782,674
dataset/images/1657919391725224335.png,215,361
dataset/images/-5244651828557464120.png,209,227
dataset/images/-3184757916515913391.png,250,443
dataset/images/1393668509868771240.png,364,382
dataset/images/-412130156451938652.png,219,291
dataset/images/-4916269943418679358.png,258,464
dataset/images/-2321451229075656181.png,267,382
dataset/images/-4986256408299251030.png,274,623
dataset/images/-3646967772229390812.png,373,589
dataset/images/2015592645690070219.png,258,527
dataset/images/-1240937099069351395.png,258,527
dataset/images/-2039834805618946129.png,260,539
dataset/images/-2678282706126601436.png,260,539
dataset/images/-4461507388670625195.png,274,364
dataset/images/7230978989440280137.png,312,669
dataset/images/-3613022681040629958.png,129,156
dataset/images/403592425120985132.png,216,348
dataset/images/-3477811240837758675.png,216,348
dataset/images/-4168383140159495795.png,432,430
dataset/images/-2929526823412497933.png,283,286
dataset/images/-4708708668469568522.png,283,286
dataset/images/-2769925312820532744.png,424,475
dataset/images/-9201922687967136549.png,242,424
dataset/images/-4652818442712729811.png,244,429
dataset/images/8663459152968105626.png,244,429
dataset/images/-461109342342893159.png,296,431
dataset/images/4793777024686540807.png,296,431
dataset/images/-8520516876791414535.png,357,375
dataset/images/3268110611825003651.png,323,392
dataset/images/5962982904524629830.png,628,344
dataset/images/223899975649303626.png,499,409
dataset/images/-4483995789678112824.png,423,415
dataset/images/-6372493871368086348.png,423,415
dataset/images/-1240854801759783891.png,392,436
dataset/images/-2479226509266633891.png,392,436
dataset/images/1881484952385338081.png,392,436
dataset/images/-7049015325438921007.png,392,436
dataset/images/-3027327548738103934.png,392,436
dataset/images/-1533962360867773175.png,553,591
dataset/images/-5509163907473104731.png,408,411
dataset/images/-2161384236537714282.png,383,463
dataset/images/6299681551118606672.png,383,463
dataset/images/-3428237757976001831.png,410,694
dataset/images/-3131182156160569830.png,352,409
dataset/images/6072704539752639079.png,369,176
dataset/images/-7782720653309265267.png,198,358
dataset/images/-3011588375576861929.png,212,359
dataset/images/-4279274202478057784.png,361,410
dataset/images/4091225911888174490.png,226,454
dataset/images/-5374486630107526497.png,309,544
dataset/images/-6900053252825129963.png,283,387
dataset/images/3681524388877971654.png,285,329
dataset/images/-241390359074546594.png,387,599
dataset/images/-3244000726437215340.png,383,525
dataset/images/4090386411824239067.png,389,447
dataset/images/-6866549817026329556.png,389,447
dataset/images/8613861382247287394.png,333,523
dataset/images/-8726590600983870904.png,267,351
dataset/images/2694616396924670397.png,267,398
dataset/images/-4830806586256203416.png,274,399
dataset/images/3824786615165070490.png,320,384
dataset/images/-1096173923758281940.png,287,467
dataset/images/-3613430269420913410.png,279,441
dataset/images/-5026570001652617553.png,380,631
dataset/images/-2777838486438707432.png,373,519
dataset/images/-7586269019527459825.png,737,357
dataset/images/-3699971539292661651.png,228,565
dataset/images/8611376072815141375.png,328,461
dataset/images/-3237362112532506216.png,336,367
dataset/images/9003339554742903243.png,343,447
dataset/images/-7425317952031638649.png,314,469
dataset/images/-3445243839298566802.png,383,361
dataset/images/-5943967782420648429.png,340,467
dataset/images/-2492813239341820608.png,690,323
dataset/images/-6466232164596706273.png,485,459
dataset/images/7872875672858538103.png,588,484
dataset/images/-8077199062814861533.png,299,486
dataset/images/-3857242111700669083.png,332,527
dataset/images/7312383956220790032.png,335,488
dataset/images/-3888875973527478965.png,313,419
dataset/images/-8791861907421161039.png,100,224
dataset/images/-1466847537458498864.png,288,449
dataset/images/-545123013371053147.png,225,615
dataset/images/-120415897614843897.png,467,359
dataset/images/-4843426365092047899.png,463,394
dataset/images/-7064908780069413910.png,382,512
dataset/images/-5359806764878336020.png,363,491
dataset/images/-6341643470693260621.png,327,452
dataset/images/-3103391316965628529.png,420,545
dataset/images/-38602240568937495.png,397,526
dataset/images/3344247158207911686.png,391,520
dataset/images/-6760849338709173764.png,344,563
dataset/images/-587499434771640236.png,544,476
dataset/images/-7991394527259205470.png,439,523
dataset/images/-3252318765709126452.png,428,530
dataset/images/-6724092879683591346.png,412,487
dataset/images/-1382893933474824228.png,302,306
dataset/images/-25353211408586438.png,393,638
dataset/images/-3967671531900468059.png,378,564
dataset/images/1101199909654399154.png,359,514
